Warehouse,Location,PartLocationNo,StatusDescription,Low Level,Mid_Level,High_Level,Total PartNo,ProgramID
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.01G,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.01H,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.01J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.02A,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.02B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.02C,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.02D,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.02E,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.02F,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.02G,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.02H,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.06.02J,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.01A,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.01B,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.01D,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.01E,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.01F,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.01G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.01H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.01J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.02A,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.02B,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.02C,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.02D,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.02E,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.02F,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.02G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.02H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.07.02J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.01A,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.01B,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.01D,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.01E,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.01F,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.01G,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.01H,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.02A,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.02B,REPAIR,FGI,FGI,ARB FGI,15,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.02C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.02D,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.02E,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.08.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.01A,REPAIR,FGI,FGI,ARB FGI,14,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.01B,REPAIR,FGI,FGI,ARB FGI,13,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.01C,REPAIR,FGI,FGI,ARB FGI,14,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.01D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.01E,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.01F,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.01G,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.01H,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.02A,REPAIR,FGI,FGI,ARB FGI,20,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.02B,REPAIR,FGI,FGI,ARB FGI,16,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.02C,REPAIR,FGI,FGI,ARB FGI,13,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.02D,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.02E,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.02F,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.02G,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.09.02H,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.10.01F,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.10.01G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.10.01H,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.10.01J,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.10.02F,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.10.02G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.10.02H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.10.02J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.11.01F,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.11.01G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.11.01H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.11.01J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.11.02F,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.11.02G,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.11.02H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.11.02J,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.12.01F,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.12.01G,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.12.01H,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.12.01J,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.12.02F,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.12.02G,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.12.02H,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.12.02J,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.13.01F,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.13.01G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.13.01H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.13.01J,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.13.02F,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.13.02G,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.13.02H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.13.02J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.14.01F,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.14.01G,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.14.01H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.14.01J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.14.02F,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.14.02G,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.14.02H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.14.02J,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.15.01F,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.15.01G,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.15.01H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.15.01J,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.15.02F,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.15.02G,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.15.02H,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BB.15.02J,REPAIR,FGI,FGI,ARB FGI,13,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.01A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.01B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.01D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.01E,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.01F,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.01G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.01H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.01J,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.01K,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.02A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.02B,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.02C,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.02D,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.02E,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.02F,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.02G,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.02H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.02J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.01.02K,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.01A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.01B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.01D,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.01E,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.01F,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.01G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.01H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.01J,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.01K,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.02A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.02B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.02C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.02D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.02E,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.02F,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.02G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.02H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.02J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.02.02K,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.01A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.01B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.01D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.01E,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.01F,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.01G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.01H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.01J,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.01K,REPAIR,FGI,FGI,ARB FGI,6,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.02A,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.02B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.02C,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.02D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.02E,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.02F,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.02G,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.02H,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.02J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.03.02K,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.01A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.01B,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.01D,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.01E,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.01F,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.01G,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.01H,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.01J,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.01K,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.02A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.02B,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.02C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.02D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.02E,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.02F,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.02G,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.02H,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.02J,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.04.02K,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.05.01A,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.05.01B,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.05.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BC.05.01D,REPAIR,FGI,FGI,ARB FGI,10,10053
